번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
325,6660,삼성공조,33003,자동차 신품 부품 제조업,"8,126,314","4,063,157,000",500,원(KRW),055-280-2733,경상남도 창원시 성산구  연덕로 176 삼성공조(주),795
326,28260,삼성물산,74607,기타 전문 도매업,"186,887,081","18,851,450,600",100,원(KRW),02-2145-5114,서울특별시 강동구 상일로6길 26 -,795
327,207940,삼성바이오로직스,32101,기초 의약물질 및 생물학적 제제 제조업,"66,165,000","165,412,500,000","2,500",원(KRW),032-455-3114,인천광역시 연수구 송도바이오대로 300 ,795
328,32830,삼성생명,116501,보험업,"200,000,000","100,000,000,000",500,원(KRW),02-751-8157,서울특별시 서초구 서초대로74길 11 (서초동) 삼성생명보험 주식회사,795
329,18260,삼성에스디에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","77,377,800","38,688,900,000",500,원(KRW),02-6155-3114,서울특별시 송파구 올림픽로35길 125(신천동) ,795
330,28050,삼성엔지니어링,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","196,000,000","980,000,000,000","5,000",원(KRW),02-2053-3000,서울특별시 강동구 상일동 500 삼성 GEC ,795
331,9150,삼성전기,32602,전자부품 제조업,"74,693,696","388,003,400,000","5,000",원(KRW),031-210-5114,경기도 수원시 영통구  매영로 150 ,795
332,5930,삼성전자,32604,통신 및 방송 장비 제조업,"5,969,782,550","897,513,820,000",100,원(KRW),031-200-1114,경기도 수원시 영통구  삼성로 129 (매탄동) ,795
333,1360,삼성제약,32102,의약품 제조업,"61,549,713","30,774,856,500",500,원(KRW),031-353-6681,경기도 화성시 향남읍 제약공단2길 35 삼성제약(주),795
334,10140,삼성중공업,33101,선박 및 보트 건조업,"630,000,000","3,150,574,225,000","5,000",원(KRW),031-5171-7000,경기도 성남시 분당구 판교로227번길 23 삼성중공업 판교R&D센터,795
335,16360,삼성증권,116601,금융 지원 서비스업,"89,300,000","458,478,080,000","5,000",원(KRW),02-2020-8000,서울특별시 서초구 서초대로74길 11 (서초동),795
336,68290,삼성출판사,105801,"서적, 잡지 및 기타 인쇄물 출판업","10,000,000","5,000,000,000",500,원(KRW),02-3470-6800,서울특별시 서초구  명달로 94 (주)삼성출판사,795
337,29780,삼성카드,116409,기타 금융업,"115,858,891","614,794,455,000","5,000",원(KRW),02-1588-8700,서울특별시 중구  세종대로 67 ,795
338,810,삼성화재해상보험,116501,보험업,"47,374,837","26,473,418,500",500,원(KRW),02-1588-5114,서울특별시 서초구 서초대로74길 14 (서초동),795
339,6110,삼아알미늄,32402,1차 비철금속 제조업,"11,000,000","5,500,000,000",500,원(KRW),031-467-6800,경기도 평택시 포승읍 평택항로 92 삼아알미늄 주식회사,795
340,145990,삼양사,31007,기타 식품 제조업,"10,313,449","53,417,595,000","5,000",원(KRW),02-740-7114,서울특별시 종로구 종로33길 31 삼양사,795
341,3230,삼양식품,31007,기타 식품 제조업,"7,533,015","37,665,075,000","5,000",원(KRW),02-940-3000,서울특별시 성북구  오패산로3길 104 ,795
342,2170,삼양통상,31501,"가죽, 가방 및 유사제품 제조업","3,000,000","15,000,000,000","5,000",원(KRW),02-3453-3961,서울특별시 강남구 테헤란로 301(역삼동) 삼정개발빌딩 6층 ,795
343,272550,삼양패키징,32202,플라스틱제품 제조업,"14,209,804","71,049,020,000","5,000",원(KRW),02-740-7827,서울특별시 종로구 종로33길 31 ,795
344,70,삼양홀딩스,116409,기타 금융업,"8,564,271","44,341,645,000","5,000",원(KRW),02-740-7114,서울특별시 종로구 종로33길 31 ,795
345,2810,삼영무역,74607,기타 전문 도매업,"18,466,948","9,233,474,000",500,원(KRW),02-320-4114,서울특별시 마포구  양화로 111 ,795
346,5680,삼영전자공업,32602,전자부품 제조업,"20,000,000","10,000,000,000",500,원(KRW),031-743-6701,경기도 성남시 중원구  사기막골로 47 (상대원동) ,795
347,3720,삼영화학공업,32202,플라스틱제품 제조업,"34,000,000","17,000,000,000",500,원(KRW),02-757-2291-3,"서울특별시 종로구 청계천로 35 13층(서린동, 관정빌딩)",795
348,23000,삼원강재,33003,자동차 신품 부품 제조업,"40,000,000","20,000,000,000",500,원(KRW),054-278-1983-8,경상북도 포항시 남구  대송면 철강산단로66번길 40 ,795
349,4380,삼익THK,32901,일반 목적용 기계 제조업,"21,000,000","10,500,000,000",500,원(KRW),053-665-7000,대구광역시 달서구  성서동로 163 ,795
350,2450,삼익악기,33302,악기 제조업,"90,530,915","45,265,457,500",500,원(KRW),043-1688-3151,충청북도 음성군  소이면 소이로 313 ,795
351,520,삼일제약,32102,의약품 제조업,"6,500,000","6,500,000,000","1,000",원(KRW),02-520-0300,"서울특별시 서초구  효령로 155 (방배동, 삼일제약 사옥)",795
352,9770,삼정펄프,31701,"펄프, 종이 및 판지 제조업","2,499,971","12,499,855,000","5,000",원(KRW),02-743-7071,경기 평택시 고덕면 해창리 250,795
353,5500,삼진제약,32102,의약품 제조업,"13,900,000","13,900,000,000","1,000",원(KRW),02-3140-0700,서울특별시 마포구  와우산로 121 삼진제약사옥 ,795
354,4690,삼천리,43502,연료용 가스 제조 및 배관공급업,"4,055,025","20,275,125,000","5,000",원(KRW),02-368-3300,"서울특별시 영등포구  국제금융로6길 42 (여의도동, 삼천리빌딩)",795
355,1880,삼호,64101,건물 건설업,"15,179,766","75,898,830,000","5,000",원(KRW),032-518-3535,인천광역시 남동구  미래로 14 ,795
356,10960,삼호개발,64201,기반조성 및 시설물 축조관련 전문공사업,"25,000,000","12,500,000,000",500,원(KRW),02-2046-7722,충청남도 당진시  면천면 면천로 183 ,795
357,4450,삼화왕관,32509,기타 금속 가공제품 제조업,"2,154,379","10,771,895,000","5,000",원(KRW),031-490-8400,경기도 안산시 단원구  강촌로 140 삼화왕관(주),795
358,9470,삼화전기,32602,전자부품 제조업,"6,613,820","6,613,820,000","1,000",원(KRW),043-261-0200,충청북도 청주시 흥덕구  봉명로 3 (복대동),795
359,11230,삼화전자공업,32605,영상 및 음향기기 제조업,"10,457,940","10,457,940,000","1,000",원(KRW),031-374-5501,경기도 용인시 처인구  남사면 경기동로 215 삼화전자공업(주),795
360,1820,삼화콘덴서공업,32602,전자부품 제조업,"10,395,000","10,395,000,000","1,000",원(KRW),031-332-6441,경기도 용인시 처인구  남사면 경기동로 227 ,795
361,390,삼화페인트공업,32004,기타 화학제품 제조업,"26,438,751","13,219,375,500",500,원(KRW),031-499-0394-6,경기도 안산시 단원구  별망로 178 ,795
362,1290,상상인증권,116601,금융 지원 서비스업,"96,108,437","97,411,913,000","1,000",원(KRW),02-3779-3000,서울특별시 강남구 테헤란로 424 삼성생명 대치타워 20층,795
363,41650,상신브레이크,33003,자동차 신품 부품 제조업,"21,471,450","10,735,725,000",500,원(KRW),053-616-9555,대구광역시 달성군 논공읍 논공중앙로33길 10 ,795
364,75180,새론오토모티브,33003,자동차 신품 부품 제조업,"19,200,000","9,600,000,000",500,원(KRW),041-560-4114,충청남도 천안시 동남구 병천면 가전5길 133 ,795
365,7540,샘표,116409,기타 금융업,"2,875,800","2,875,800,000","1,000",원(KRW),02-3393-5500,서울특별시 중구 충무로 2 ,795
366,248170,샘표식품,31007,기타 식품 제조업,"4,568,286","2,284,143,000",500,원(KRW),02-3393-5500,"서울특별시 중구 충무로 2 8층 (필동1가, 매일경제빌딩)",795
367,7860,서연,116409,기타 금융업,"23,479,844","11,739,922,000",500,원(KRW),031-420-3000,경기도 안양시 동안구 부림로170번길 41-22(관양동) -,795
368,200880,서연이화,33003,자동차 신품 부품 제조업,"27,028,437","13,514,218,500",500,원(KRW),031-420-3200,경기도 안양시 동안구 부림로170번길 41-22 (관양동) ,795
369,17390,서울도시가스,43502,연료용 가스 제조 및 배관공급업,"5,000,000","35,000,000,000","5,000",원(KRW),02-810-8000,서울특별시 강서구 공항대로 607 (염창동) ,795
370,4410,서울식품공업,31007,기타 식품 제조업,"337,410,000","33,963,450,000",100,원(KRW),043-720-7000,충청북도 충주시 충원대로 862 ,795
371,21050,서원,32403,금속 주조업,"47,474,590","23,737,295,000",500,원(KRW),031-365-8700,"경기도 안산시 단원구  산단로67번길 94  (목내동, (주)서원)",795
372,8490,서흥,32004,기타 화학제품 제조업,"11,569,113","6,084,556,500",500,원(KRW),043-249-4100,충청북도 청주시 흥덕구 오송읍 오송생명로 61 -,795
373,7610,선도전기,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","18,000,000","9,000,000,000",500,원(KRW),031-491-2284,경기도 안산시 단원구  원시로 86 ,795
374,136490,선진,31008,동물용 사료 및 조제식품 제조업,"23,779,604","11,889,802,000",500,원(KRW),031-637-1180,경기도 이천시  대월면 사동로 76 ,795
375,2820,선창산업,31602,나무제품 제조업,"12,607,989","12,607,989,000","1,000",원(KRW),032-770-3000,인천광역시 중구 월미로 96 ,795
376,14910,성문전자,32602,전자부품 제조업,"19,486,857","10,043,428,500",500,원(KRW),031-650-2800,경기도 평택시  세교산단로 61 ,795
377,3080,성보화학,32003,"비료, 농약 및 살균, 살충제 제조업","20,020,000","10,010,000,000",500,원(KRW),02-3789-3800,경기도 안산시 단원구 산단로19번길 168 (목내동) 성보화학주식회사,795
378,4980,성신양회,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업","24,516,073","128,508,590,000","5,000",원(KRW),02-3782-7000,서울특별시 종로구  인사동5길 29 ,795
379,11300,성안,31302,직물직조 및 직물제품 제조업,"56,857,860","28,428,930,000",500,원(KRW),053-382-4772,대구광역시 북구  검단동로 35 (검단동),795
380,180,성창기업지주,137105,회사 본부 및 경영 컨설팅 서비스업,"69,751,600","36,000,000,000",500,원(KRW),051-260-3333,부산광역시 사하구  다대로 627 (다대동),795
381,2420,세기상사,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","407,592","2,037,960,000","5,000",원(KRW),02-3393-3500,서울특별시 중구 퇴계로 212 ,795
382,4360,세방,84903,도로 화물 운송업,"19,308,690","11,498,970,000",500,원(KRW),051-630-5300,부산광역시 남구 우암로 127 (감만동),795
383,4490,세방전지,32802,일차전지 및 축전지 제조업,"14,000,000","7,000,000,000",500,원(KRW),02-3451-6201,서울특별시 강남구 선릉로 433 ,795
384,1430,세아베스틸,32401,1차 철강 제조업,"35,862,119","219,310,595,000","5,000",원(KRW),02-6970-2021,서울시 마포구 양화로 45 ,795
385,306200,세아제강,32401,1차 철강 제조업,"2,836,300","14,181,500,000","5,000",원(KRW),02-6970-1000,서울특별시 마포구 양화로 45 ,795
386,3030,세아제강지주,116409,기타 금융업,"4,141,657","20,708,285,000","5,000",원(KRW),02-6970-1421,서울시마포구 양화로 45 ,795
387,19440,세아특수강,32401,1차 철강 제조업,"8,570,000","42,850,000,000","5,000",원(KRW),054-285-4771,경상북도 포항시 남구  괴동로 40 ,795
388,58650,세아홀딩스,32401,1차 철강 제조업,"4,000,000","20,000,000,000","5,000",원(KRW),02-6970-0110,서울특별시 마포구 양화로 45 ,795
389,13000,세우글로벌,74607,기타 전문 도매업,"28,705,031","14,352,515,500",500,원(KRW),032-868-1100,인천광역시 남구 염전로261번길 26-48 ,795
390,91090,세원셀론텍,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업","60,990,792","30,495,396,000",500,원(KRW),02-2167-9000,서울특별시 영등포구 국제금융로 52 SIMPAC빌딩 3~5층,795
391,21820,세원정공,33003,자동차 신품 부품 제조업,"10,000,000","5,000,000,000",500,원(KRW),053-582-5161,대구광역시 달서구 달서대로 554 ,795
392,67830,세이브존I&C,74701,종합 소매업,"41,040,895","41,040,895,000","1,000",원(KRW),032-320-9032,서울특별시 노원구  한글비석로 57 (하계동),795
393,33530,세종공업,33003,자동차 신품 부품 제조업,"22,610,277","11,305,138,500",500,원(KRW),052-219-1699,울산광역시 북구 공단길 4 (효문동),795
394,75580,세진중공업,33101,선박 및 보트 건조업,"38,372,720","21,986,360,000",500,원(KRW),052-231-8000,울산광역시 울주군 온산읍 당월로 216-18 ,795
395,27970,세하,31701,"펄프, 종이 및 판지 제조업","29,562,997","29,562,997,000","1,000",원(KRW),02-2056-8800,대구광역시 달성군  유가면 비슬로96길 97 ,795
396,145210,세화아이엠씨,32902,특수 목적용 기계 제조업,"79,094,754","39,547,377,000",500,원(KRW),062-944-6161,광주광역시 북구 첨단연신로29번길 26 ,795
397,308170,센트랄모텍,33003,자동차 신품 부품 제조업,"8,610,000","4,305,000,000",500,원(KRW),052-290-1300,울산광역시 북구 모듈화산업로 115 ,795
398,68270,셀트리온,32101,기초 의약물질 및 생물학적 제제 제조업,"134,939,385","134,939,385,000","1,000",원(KRW),032-850-5000,인천광역시 연수구 아카데미로 23 ,795
399,4430,송원산업,32004,기타 화학제품 제조업,"24,000,000","12,000,000,000",500,원(KRW),052-273-9841,울산광역시 남구  장생포로 83,795
400,17550,수산중공업,32902,특수 목적용 기계 제조업,"53,985,163","26,992,581,500",500,원(KRW),031-352-7733,경기도 화성시  양감면 정문송산로 260 ,795
401,134790,시디즈,33201,가구 제조업,"2,000,000","1,000,000,000",500,원(KRW),02-3400-6339,경기도 평택시 세교산단로 67-20 (주)시디즈,795
402,16590,신대양제지,31702,"골판지, 종이 상자 및 종이용기 제조업","4,029,782","20,148,910,000","5,000",원(KRW),031-494-7911,경기도 안산시 단원구 별망로 129 -,795
403,29530,신도리코,32603,컴퓨터 및 주변장치 제조업,"10,080,029","50,400,145,000","5,000",원(KRW),02-460-1114,서울특별시 성동구  성수이로24길 3 (주)신도리코,795
404,4970,신라교역,10301,어로 어업,"16,000,000","8,000,000,000",500,원(KRW),02-3434-9900,서울특별시 송파구 백제고분로 362 신리빌딩,795
405,11930,신성이엔지,32601,반도체 제조업,"173,730,185","86,975,092,500",500,원(KRW),031-788-9500,경기도 성남시 분당구  대왕판교로395번길 8 (백현동 404-1) 신성솔라에너지,795
406,5390,신성통상,74607,기타 전문 도매업,"143,708,390","71,854,195,000",500,원(KRW),02-3709-9000,서울특별시 강동구 풍성로63길 84(둔촌동) ,795
407,4170,신세계,74701,종합 소매업,"9,845,181","49,225,905,000","5,000",원(KRW),02-727-1234,서울특별시 중구  소공로 63 (충무로1가) 신세계백화점건물 (주)신세계,795
408,35510,신세계I&C,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","1,720,000","8,600,000,000","5,000",원(KRW),02-3397-1234,"서울특별시 중구 소공로 48 10층(회현로2가, 프라임타워)",795
409,34300,신세계건설,64101,건물 건설업,"4,000,000","20,000,000,000","5,000",원(KRW),02-3406-6620,"서울특별시 중구 소월로 10 21,22,24,25층(남대문로5가, 단암빌딩)",795
410,31430,신세계인터내셔날,74704,"섬유, 의복, 신발 및 가죽제품 소매업","7,140,000","35,700,000,000","5,000",원(KRW),02-6979-1234,서울특별시 강남구 도산대로 449 -,795
411,31440,신세계푸드,95601,음식점업,"3,872,480","19,362,400,000","5,000",원(KRW),02-3397-6000,"서울특별시 성동구 성수일로 56 성수동BY센터 4-7층(성수동2가, 백영 성수빌딩)",795
412,6880,신송홀딩스,74602,산업용 농·축산물 및 동·식물 도매업,"11,828,858","5,914,429,000",500,원(KRW),27801400,서울특별시 영등포구 여의나루로 53-1 ,795
413,5800,신영와코루,31401,봉제의복 제조업,"900,000","4,500,000,000","5,000",원(KRW),02-818-5114,서울특별시 금천구  가산디지털1로 104 (주)신영와코루,795
414,1720,신영증권,116601,금융 지원 서비스업,"9,386,237","82,200,000,000","5,000",원(KRW),02-2004-9000,"서울특별시 영등포구 국제금융로8길 16 (여의도동, 신영증권빌딩)",795
415,9270,신원,31401,봉제의복 제조업,"85,042,499","42,566,619,500",500,원(KRW),02-3274-5000,서울특별시 마포구  독막로 328 신원빌딩,795
416,2700,신일전자,74605,기계장비 및 관련 물품 도매업,"71,047,521","35,523,760,500",500,원(KRW),02-6309-7800,충청남도 천안시 서북구 입장면 연곡길 308 -,795
417,19170,신풍제약,32102,의약품 제조업,"52,984,990","27,592,495,000",500,원(KRW),031-491-6191,경기도 안산시 단원구 원시로 7 ,795
418,2870,신풍제지,31701,"펄프, 종이 및 판지 제조업","34,958,700","17,479,350,000",500,원(KRW),02-2156-7521,서울특별시 강남구 압구정로 104 보암빌딩 501호,795
419,5450,신한,64101,건물 건설업,"7,022,839","35,114,195,000","5,000",원(KRW),02-369-0001,경기도 성남시 중원구  산성대로 208 ,795
420,293940,신한알파리츠,126801,부동산 임대 및 공급업,"52,330,123","52,330,123,000","1,000",원(KRW),02-2158-7402,"서울특별시 종로구 종로 33 그랑서울, 18층 ",795
421,55550,신한지주,116409,기타 금융업,"482,432,493","2,412,162,465,000","5,000",원(KRW),02-6360-3000,서울특별시 중구 세종대로9길 20 태평로2가,795
422,1770,신화실업,32401,1차 철강 제조업,"1,214,878","6,074,390,000","5,000",원(KRW),031-499-9922,"경기도 안산시 단원구  번영2로 31 (성곡동,시화4다706)",795
423,4080,신흥,74605,기계장비 및 관련 물품 도매업,"9,600,000","6,733,070,000",500,원(KRW),02-6366-2000,서울특별시 중구 청파로 450  (중림동) 신흥빌딩 8층 재경팀,795
424,102280,쌍방울,31401,봉제의복 제조업,"139,359,627","69,679,813,500",500,원(KRW),02-3485-6000,서울특별시 중구 퇴계로 390 - ,795
425,3410,쌍용양회공업,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업","503,859,595","505,403,280,000","1,000",원(KRW),02-2270-5114,서울특별시 중구 수표로 34 씨티센터타워 7~9층,795
426,3620,쌍용자동차,33001,자동차용 엔진 및 자동차 제조업,"149,840,002","749,200,010,000","5,000",원(KRW),031-610-1114,경기도 평택시  동삭로 455-12 ,795
427,4770,써니전자,32601,반도체 제조업,"34,845,011","18,372,505,500",500,원(KRW),043-853-1760,충청북도 충주시  목행산단2로 59 ,795
428,15540,쎌마테라퓨틱스,147509,기타 사업지원 서비스업,"10,176,375","5,088,187,500",500,원(KRW),02-3404-3222,서울특별시 강남구 테헤란로 419 강남파이낸스플라자 14층,795
429,4920,씨아이테크,33309,그외 기타 제품 제조업,"24,070,772","12,035,386,000",500,원(KRW),02-410-9606,서울특별시 송파구 양재대로 932 가락몰 업무동 11층 동관,795
430,112610,씨에스윈드,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업","17,285,715","8,642,857,500",500,원(KRW),041-901-1800,충청남도 천안시 서북구 동서대로 129-12 백석대학빌딩,795
431,8700,아남전자,32605,영상 및 음향기기 제조업,"77,124,820","38,562,410,000",500,원(KRW),02-6424-4700,서울특별시 구로구 디지털로27가길 27아남빌딩 ,795
432,90430,아모레퍼시픽,32004,기타 화학제품 제조업,"58,458,490","34,508,160,000",500,원(KRW),02-6040-5114,서울특별시 용산구 한강대로 100 (한강로2가) ,795
433,2790,아모레퍼시픽그룹,32004,기타 화학제품 제조업,"82,458,180","47,997,075,000",500,원(KRW),02-6040-5114,서울특별시 용산구 한강대로 100 (한강로2가) ,795
434,2030,아세아,137105,회사 본부 및 경영 컨설팅 서비스업,"2,191,024","10,955,120,000","5,000",원(KRW),02-527-6582,서울특별시 강남구  논현로 430 아세아타워빌딩 14층,795
435,183190,아세아시멘트,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업","3,895,809","19,479,045,000","5,000",원(KRW),02-527-6582,서울 강남구 역삼2동 726 아세아타워빌딩 14층 ,795
436,2310,아세아제지,31702,"골판지, 종이 상자 및 종이용기 제조업","8,956,502","44,782,510,000","5,000",원(KRW),02-527-6882,서울특별시 강남구  논현로 430 ,795
437,267850,아시아나IDT,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","11,100,000","5,550,000,000",500,원(KRW),02-6303-3040,서울특별시 종로구 우정국로 26 에이동 21층 ,795
438,20560,아시아나항공,85101,항공 여객 운송업,"223,235,294","1,116,176,470,000","5,000",원(KRW),02-2669-3114,서울특별시 강서구  오정로 443-83 ,795
439,122900,아이마켓코리아,74608,상품 종합 도매업,"35,943,340","18,166,670,000",500,원(KRW),02-3708-5678,서울특별시 강남구 삼성로 512 삼성동빌딩 16층,795
440,10780,아이에스동서,32302,"내화, 비내화 요업제품 제조업","30,892,606","15,446,303,000",500,원(KRW),02-3218-6701,서울특별시 강남구 영동대로 741 ,795
441,3560,아이에이치큐,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","146,235,748","73,117,874,000",500,원(KRW),02-6005-6000,서울특별시 강남구 선릉로 629 싸이더스HQ타워,795
442,33660,아주캐피탈,116409,기타 금융업,"57,545,890","287,729,450,000","5,000",원(KRW),02-2017-5400,대전광역시 서구 대덕대로 239 ,795
443,1780,알루코,32402,1차 비철금속 제조업,"74,524,102","37,262,051,000",500,원(KRW),042-605-8300,대전광역시 대덕구  대화로119번길 31 ,795
444,18250,애경산업,32004,기타 화학제품 제조업,"26,409,935","26,409,935,000","1,000",원(KRW),02-768-2000,서울특별시 마포구 양화로 188 -,795
445,161000,애경유화,32001,기초 화학물질 제조업,"32,040,000","16,020,000,000",500,,02-850-2000,서울특별시 구로구  공원로 7 ,795
446,11090,에넥스,33201,가구 제조업,"59,991,641","29,995,820,500",500,원(KRW),02-2185-2000,서울특별시 서초구 서초대로73길 40(서초동) ,795
447,5850,에스엘,33003,자동차 신품 부품 제조업,"48,203,277","24,101,638,500",500,원(KRW),053-850-8511,대구광역시 북구 검단공단로 32 - ,795
448,12750,에스원,147503,"경비, 경호 및 탐정업","37,999,178","18,999,589,000",500,원(KRW),00-1588-3112,서울 중구 순화동 168 에스원빌딩 17층 총무팀,795
449,123700,에스제이엠,33003,자동차 신품 부품 제조업,"15,604,898","7,802,449,000",500,원(KRW),031-490-3838,경기도 안산시 단원구  별망로459번길 20 (주)에스제이엠,795
450,25530,에스제이엠홀딩스,74502,자동차 부품 및 내장품 판매업,"14,934,008","7,467,004,000",500,원(KRW),031-491-4151,경기도 안산시 단원구 별망로459번길 20 ,795
451,23960,에쓰씨엔지니어링,64102,토목 건설업,"25,016,587","12,508,293,500",500,원(KRW),02-2167-9090,서울특별시 영등포구 국제금융로 52 심팩빌딩 3~5층,795
452,298690,에어부산,85101,항공 여객 운송업,"52,070,000","52,070,000,000","1,000",원(KRW),1666-3060,부산광역시 강서구 유통단지1로57번가길 6 ,795
453,140910,에이리츠,126801,부동산 임대 및 공급업,"3,792,775","18,963,875,000","5,000",원(KRW),02-2077-5800,"서울특별시 강남구 언주로 711 9층(논현동, 건설공제조합)",795
454,78520,에이블씨엔씨,32004,기타 화학제품 제조업,"27,033,459","13,516,729,500",500,원(KRW),02-2199-0123,"서울특별시 서초구 서초대로38길 12 13층 (서초동, 마제스타시티타워원)",795
455,15260,에이엔피,32602,전자부품 제조업,"82,784,868","41,392,434,000",500,원(KRW),032-676-9700,경기도 부천시 원미구  도약로 300 (주)에이엔피,795
456,7460,에이프로젠 KIC,32509,기타 금속 가공제품 제조업,"177,123,907","88,561,953,500",500,원(KRW),031-782-3433,"경기도 성남시 중원구 둔촌대로 545 경기도 성남시 중원구 둔촌대로545, 비2층 (상대원동, 한라시그마밸리)",795
457,3060,에이프로젠제약,32102,의약품 제조업,"241,658,332","120,829,166,000",500,원(KRW),02-561-4011,"서울특별시 송파구 오금로19길 6 301호(방이동, 강호빌딩)",795
458,36570,엔씨소프트,105802,소프트웨어 개발 및 공급업,"21,954,022","10,977,011,000",500,원(KRW),02-2186-3300,서울특별시 강남구 테헤란로 509(삼성동) ,795
459,138250,엔에스쇼핑,74709,무점포 소매업,"33,696,000","16,848,000,000",500,원(KRW),02-6336-1516,경기도 성남시 분당구 판교로228번길 15 ,795
460,181710,엔에이치엔,105802,소프트웨어 개발 및 공급업,"19,565,025","9,782,512,500",500,원(KRW),1544-6859,경기도 성남시 분당구  대왕판교로645번길 16 플레이뮤지엄,795
461,85310,엔케이,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업","79,983,352","39,991,676,000",500,원(KRW),051-204-2211,부산광역시 강서구 과학산단로 194-11 (주)엔케이 ,795
462,9810,엔케이물산,74607,기타 전문 도매업,"83,578,428","41,789,214,000",500,원(KRW),02-2156-5378,"서울특별시 광진구 광나루로56길 85 10층(구의동, 테크노마트21)",795
463,4250,엔피씨,32202,플라스틱제품 제조업,"36,720,000","21,000,000,000",500,원(KRW),031-362-2851,경기도 안산시 단원구  해안로 289 엔피씨(주) ,795
464,900140,엘브이엠씨,74501,자동차 판매업,"51,120,439","12,780,110",0.25,미국달러(USD),070-8615-4824,"PO Box 309, Ugland House, Grand Cayman, KY1-1104, Cayman Islands ",795
465,10120,엘에스일렉트릭,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","30,000,000","150,000,000,000","5,000",원(KRW),02-2034-4224,경기도 안양시 동안구  엘에스로 127 LS타워,795
466,14440,영보화학,32202,플라스틱제품 제조업,"20,000,000","10,000,000,000",500,원(KRW),043-249-2000,충청북도 청주시 흥덕구 강내면 서부로 230-23 ,795
467,111770,영원무역,74608,상품 종합 도매업,"44,311,468","22,155,734,000",500,원(KRW),390-6114,서울특별시 중구  만리재로 159 ,795
468,9970,영원무역홀딩스,116409,기타 금융업,"13,635,592","6,817,796,000",500,원(KRW),02-390-6000,서울특별시 중구 만리재로 159 (주)영원무역,795
469,3520,영진약품,32102,의약품 제조업,"182,892,731","91,446,365,500",500,원(KRW),02-2041-8200,서울특별시 송파구 올림픽로35다길 13 국민연금 잠실사옥 2~3층,795
470,670,영풍,32402,1차 비철금속 제조업,"1,842,040","9,210,200,000","5,000",원(KRW),02-519-3314,서울특별시 강남구  강남대로 542 ,795
471,6740,영풍제지,31702,"골판지, 종이 상자 및 종이용기 제조업","22,200,000","11,100,000,000",500,원(KRW),031-660-8200,경기도 평택시 진위면 서탄로 9 ,795
472,12280,영화금속,33003,자동차 신품 부품 제조업,"45,451,006","23,597,333,000",500,원(KRW),055-551-7500,경상남도 창원시 진해구  남의로 57 (남양동) ,795
473,12160,영흥,32401,1차 철강 제조업,"85,826,509","42,913,254,500",500,원(KRW),02-2077-8522,충청남도 보령시 주교면 관창공단길 50 -,795
474,15360,예스코홀딩스,116409,기타 금융업,"6,000,000","30,000,000,000","5,000",원(KRW),02-3390-3010,서울특별시 용산구 한강대로 92 LS 용산타워 ,795
475,7310,오뚜기,31007,기타 식품 제조업,"3,605,237","18,026,185,000","5,000",원(KRW),031-421-2122,경기도 안양시 동안구  흥안대로 405 ,795
476,2630,오리엔트바이오,32102,의약품 제조업,"101,798,996","50,899,498,000",500,원(KRW),031-730-6036,경기 성남시 중원구 상대원동 143-1,795
477,271560,오리온,31007,기타 식품 제조업,"39,536,132","19,768,066,000",500,원(KRW),02-710-6000,서울특별시 용산구 백범로90다길 13 ,795
478,1800,오리온홀딩스,116409,기타 금융업,"62,645,422","31,322,711,000",500,원(KRW),02-710-6000,서울특별시 용산구  백범로90다길 13 (주)오리온 ,795
479,70960,용평리조트,95501,일반 및 생활 숙박시설 운영업,"48,133,333","240,666,665,000","5,000",원(KRW),033-330-8350,강원도 평창군  대관령면 올림픽로 715 ,795
480,316140,우리금융지주,116409,기타 금융업,"722,267,683","3,611,338,415,000","5,000",원(KRW),02-2125-2000,서울특별시 중구 소공로 51 ,795
481,4720,우리들제약,32102,의약품 제조업,"13,706,224","6,853,112,000",500,원(KRW),02-2194-3532,경기 화성시 향남면 상신리 향남제약공단 902-5,795
482,118000,우리들휴브레인,74605,기계장비 및 관련 물품 도매업,"35,903,303","17,951,651,500",500,원(KRW),2194-3535,"경기도 화성시 병점중앙로 156 202호(진안동, 드림빌딩)",795
483,10050,우리종금,116409,기타 금융업,"674,203,406","337,101,703,000",500,원(KRW),062-221-6600,광주광역시 동구 금남로 182 (금남로5가),795
484,6980,우성사료,31006,"곡물가공품, 전분 및 전분제품 제조업","30,900,000","15,450,000,000",500,원(KRW),042-670-1724,대전광역시 대덕구 한밭대로 1027 ,795
