번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
684,238090,앤디포스,32202,플라스틱제품 제조업,"51,384,767","10,276,953,400",200,원(KRW),070-7662-2121,충청북도 음성군 대소면 한삼로 224-7 ,1410
685,92600,앤씨앤,32601,반도체 제조업,"20,947,500","10,473,750,000",500,원(KRW),02-3460-4700,경기도 성남시 분당구 판교로 323 (삼평동) ,1410
686,174900,앱클론,32103,의료용품 및 기타 의약 관련제품 제조업,"7,176,000","3,588,000,000",500,원(KRW),02-2109-1294,서울특별시 구로구 디지털로 285 에이스트윈타워 1차 1401호 ,1410
687,255440,야스,32902,특수 목적용 기계 제조업,"13,058,000","6,569,000,000",500,원(KRW),031-904-8591,경기도 파주시 탄현면 한산로 69 &nbsp,1410
688,30960,양지사,31801,인쇄 및 인쇄관련 산업,"15,980,000","7,990,000,000",500,원(KRW),02  -865 -0041,경기도 김포시 양촌읍 황금1로 131 ,1410
689,102120,어보브반도체,32601,반도체 제조업,"17,459,653","8,729,826,500",500,원(KRW),02-2193-2200,충청북도 청원군 오창읍 각리1길 93- ,1410
690,19990,에너토크,32901,일반 목적용 기계 제조업,"9,756,088","4,878,044,000",500,원(KRW),02-555-0883,경기도 여주군  능서면 능여로 344 ,1410
691,41440,에버다임,32902,특수 목적용 기계 제조업,"17,915,944","8,957,972,000",500,원(KRW),(043)530-3300,충청북도 진천군  진천읍 부영길 49 ,1410
692,38680,에스넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","16,075,215","8,037,607,500",500,원(KRW),02  -3469-2939,서울특별시 강남구 선릉로 514 성원빌딩 ,1410
693,217480,에스디생명공학,32004,기타 화학제품 제조업,"22,415,066","11,207,533,000",500,원(KRW),02-583-1846,서울특별시 강서구 마곡중앙8로1길 66 - ,1410
694,121890,에스디시스템,32602,전자부품 제조업,"9,047,578","4,523,789,000",500,원(KRW),070-8299-5926,"경기도 성남시 중원구  갈마치로244번길 31 613(상대원동, 현대아이밸리)",1410
695,97780,에스맥,32604,통신 및 방송 장비 제조업,"261,121,063","52,224,212,600",200,원(KRW),031-895-2100,경기도 평택시 산단로 241- ,1410
696,73070,에스모,33003,자동차 신품 부품 제조업,"117,767,436","11,776,743,600",100,원(KRW),052-259-8331,울산 울주군 웅촌면 대대리 1644-295 ,1410
697,87730,에스모 머티리얼즈,32002,합성고무 및 플라스틱 물질 제조업,"9,768,571","4,884,285,900",500,원(KRW),063-900-7200,전라북도 익산시  석암로 99 엘지화학익산공장 내 ,1410
698,42110,에스씨디,32805,가정용 기기 제조업,"48,329,564","24,164,782,000",500,원(KRW),031 -329 -5555,경기도 용인시 처인구  남사면 형제로17번길 21 ,1410
699,65420,에스아이리소스,20501,석탄 광업,"64,603,964","6,460,396,400",100,원(KRW),02-780-2388,서울특별시 종로구 새문안로 68 9층 ,1410
700,103230,에스앤더블류,32901,일반 목적용 기계 제조업,"7,200,000","3,600,000,000",500,원(KRW),051-205-7411,부산광역시 사하구  다대로170번길 29 ,1410
701,900080,에스앤씨엔진그룹,116409,기타 금융업,"123,759,593","641,928,600",0,중국위안(CNY),852-2940-7730,"235 Wing Lok Street，Hong Kong Unit 26B, 235 Wing Lok Street Trade Centre",1410
702,101490,에스앤에스텍,32602,전자부품 제조업,"19,735,331","9,867,665,500",500,원(KRW),053-589-1600,대구광역시 달서구  호산동로 42 ,1410
703,95910,에스에너지,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","13,364,321","6,682,160,500",500,원(KRW),070-4339-7100,"경기도 성남시 분당구 판교역로241번길 20 (삼평동, 미래에셋타워 3층)",1410
704,275630,에스에스알,105802,소프트웨어 개발 및 공급업,"5,794,561","2,897,280,500",500,원(KRW),02-6959-0129,"서울특별시 구로구 디지털로26길 111, 1606,1607,1608호 (구로동, 제이앤케이디지털타워) ",1410
705,31330,에스에이엠티,74605,기계장비 및 관련 물품 도매업,"99,995,067","49,997,533,500",500,원(KRW),02-3458-9000,서울특별시 강남구  영동대로 315 대경빌딩 ,1410
706,60540,에스에이티,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","26,133,306","13,066,653,000",500,원(KRW),031-450-1400,"경기도 군포시  엘에스로 175 (산본동, 에스에이타워7층)",1410
707,112240,에스에프씨,32202,플라스틱제품 제조업,"43,981,834","21,990,917,000",500,원(KRW),041-640-0001,충청남도 홍성군  구항면 내포로 682 주식회사 에스에프씨,1410
708,56190,에스에프에이,32902,특수 목적용 기계 제조업,"35,908,760","17,954,380,000",500,원(KRW),031-379-1793,경기도 화성시 동탄면 영천로 38 ,1410
709,80000,에스엔유,32902,특수 목적용 기계 제조업,"34,322,870","17,161,435,000",500,원(KRW),041-536-1500,충청남도 아산시 둔포면 아산밸리남로 124 ,1410
710,41510,에스엠,105902,오디오물 출판 및 원판 녹음업,"23,449,501","11,724,750,500",500,원(KRW),02-6240-9800,서울특별시 강남구  압구정로 423 캠브리지연립주택 (주)에스엠엔터테인먼트,1410
711,7820,에스엠코어,32901,일반 목적용 기계 제조업,"20,033,946","10,016,973,000",500,원(KRW),02-2090-9273,서울특별시 마포구  마포대로 20 다보빌딩 ,1410
712,109610,에스와이,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업","25,031,482","12,515,741,000",500,원(KRW),031-222-4028,서울특별시 강남구 논현로81길 3 (역삼동) 보성빌딩,1410
713,306040,에스제이그룹,31501,"가죽, 가방 및 유사제품 제조업","3,294,600","1,647,300,000",500,원(KRW),02-3433-6518,"서울특별시 강남구 언주로 337, 5층, 9층 (역삼동, 동영문화센터) ",1410
714,80440,에스제이케이,74607,기타 전문 도매업,"13,325,960","6,662,980,000",500,원(KRW),02-2106-2309,서울특별시 금천구 벚꽃로 278 SJ테크노빌 205호,1410
715,96630,에스코넥,32604,통신 및 방송 장비 제조업,"65,265,724","13,053,144,800",200,원(KRW),031-799-0700,경기도 광주시  오포읍 마루들길172번길 30 ,1410
716,69510,에스텍,32605,영상 및 음향기기 제조업,"10,910,000","5,455,000,000",500,원(KRW),(055)370-2200,경상남도 양산시  유산공단9길 22 ,1410
717,41910,에스텍파마,32102,의약품 제조업,"11,898,263","5,949,131,500",500,원(KRW),031-831-4800,경기도 화성시 향남읍 발안공단로 25 ,1410
718,234300,에스트래픽,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","11,921,180","5,960,590,000",500,원(KRW),031-601-3500,경기도 성남시 분당구 판교로 338(삼평동) ,1410
719,39440,에스티아이,32902,특수 목적용 기계 제조업,"15,830,000","7,915,000,000",500,원(KRW),031-653-4380,경기도 안성시 공도읍 봉기길 1 ,1410
720,98660,에스티오,31401,봉제의복 제조업,"12,500,976","6,250,488,000",500,원(KRW),02-2093-2500,"서울특별시 강서구  양천로 583 우림블루나인 (염창동, 우림블루나인비즈니스센터비동 15층)",1410
721,52020,에스티큐브,74605,기계장비 및 관련 물품 도매업,"30,200,383","15,100,191,500",500,원(KRW),02-551-3370,"서울특별시 강남구  영동대로 511 2201(삼성동, 무역센터 트레이드타워)",1410
722,237690,에스티팜,32102,의약품 제조업,"18,656,000","9,328,000,000",500,원(KRW),02-527-6300,"경기도 시흥시 협력로 231(정왕동, 시화공단 1나 802호) &nbsp",1410
723,50760,에스폴리텍,32202,플라스틱제품 제조업,"16,334,678","8,167,339,000",500,원(KRW),043-536-9191,충청북도 진천군  덕산면 한삼로 275 에스폴리텍 ,1410
724,288620,에스퓨얼셀,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","5,744,316","2,872,158,000",500,원(KRW),070-4613-4900,"경기도 성남시 중원구 둔촌대로 546, 유투오코리아빌딩 3층 &nbsp",1410
725,317830,에스피시스템스,32902,특수 목적용 기계 제조업,"8,145,700","814,570,000",100,원(KRW),055-371-5608,경상남도 양산시 어곡공단로 123 ,1410
726,58610,에스피지,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","20,876,975","10,438,487,500",500,원(KRW),(032)820-8200,"인천광역시 남동구  청능대로289번길 45 (고잔동, 남동공단 67B12L)",1410
727,43340,에쎈테크,32901,일반 목적용 기계 제조업,"72,000,000","36,000,000,000",500,원(KRW),063-440-6561,"전라북도 군산시 자유무역2길 15 (오식도동, 군산자유무역표준공장 7동)",1410
728,54630,에이디칩스,33309,그외 기타 제품 제조업,"44,815,529","22,407,764,500",500,원(KRW),(031)463-7500,"경기도 안양시 동안구  학의로 282, A동 22층(관양동, 금강펜테리움IT타워) ",1410
729,200710,에이디테크놀로지,32601,반도체 제조업,"9,269,301","4,929,409,000",500,원(KRW),031-776-7575,"경기도 성남시 분당구 대왕판교로644번길 49801호(삼평동, 디티씨타워) ",1410
730,96690,에이루트,32603,컴퓨터 및 주변장치 제조업,"7,732,130","3,866,065,000",500,원(KRW),070-5147-1886,경기도 오산시  가장산업동로 28-6 ,1410
731,298380,에이비엘바이오,32101,기초 의약물질 및 생물학적 제제 제조업,"46,246,225","23,123,112,500",500,원(KRW),031-8018-9800,"경기도 성남시 분당구 대왕판교로 712번길 16, 2층(삼평동) ",1410
732,195990,에이비프로바이오,32902,특수 목적용 기계 제조업,"219,064,418","109,532,209,000",500,원(KRW),053-582-8036,대구광역시 달성군 유가면 테크노중앙대로 139 ,1410
733,3800,에이스침대,33201,가구 제조업,"11,090,000","11,090,000,000","1,000",원(KRW),043 -877 -1881,경기도 성남시 중원구 사기막골로105번길 42 ,1410
734,88800,에이스테크,32604,통신 및 방송 장비 제조업,"40,778,143","20,389,071,500",500,원(KRW),032)458-1975,인천광역시 연수구 하모니로187번길 16 -,1410
735,241840,에이스토리,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","9,318,240","4,659,120,000",500,원(KRW),02-2088-2585,서울특별시 마포구 월드컵북로 361 1111호 &nbsp;,1410
736,138360,에이씨티,32004,기타 화학제품 제조업,"23,361,984","11,680,992,000",500,원(KRW),031-695-8233,충청북도 음성군 삼성면 하이텍산단로 62 ,1410
737,39230,에이아이비트,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","104,362,573","52,181,286,500",500,원(KRW),02-3282-7026,"서울특별시 금천구 디지털로9길 99 309호(가산동, 스타밸리)",1410
738,50320,에이앤티앤,74605,기계장비 및 관련 물품 도매업,"31,661,760","3,166,176,000",100,원(KRW),02-3443-5811,서울특별시 성동구 성수일로 10 서울숲 ITCT 지식산업센터 1104호,1410
739,312610,에이에프더블류,32802,일차전지 및 축전지 제조업,"10,128,444","5,064,222,000",500,원(KRW),,경상북도 칠곡군 왜관읍 공단로1길 51 ,1410
740,72990,에이치시티,137209,기타 과학기술 서비스업,"6,927,600","3,463,800,000",500,원(KRW),031-645-6300,경기도 이천시 마장면 서이천로578번길 74 &nbsp,1410
741,176440,에이치엔티,32602,전자부품 제조업,"85,739,345","8,573,934,500",100,원(KRW),031-739-7897,"서울특별시 송파구 정의로 67 (문정동,MK타워 6층)",1410
742,28300,에이치엘비,33101,선박 및 보트 건조업,"43,235,762","21,617,881,000",500,원(KRW),02-3453-4414,울산광역시 울주군  온산읍 당월로 216-53 ,1410
743,67630,에이치엘비생명과학,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","47,070,453","23,535,226,500",500,원(KRW),02-2627-6700,"경기도 화성시 동탄첨단산업1로 51-9 8층(영천동,엠타워지식산업센터)",1410
744,43220,에이치엘비파워,32902,특수 목적용 기계 제조업,"91,115,377","45,557,688,500",500,원(KRW),02-544-3301,"서울특별시 강남구 도산대로 333 9층(신사동, 케이플러스타워) ",1410
745,239610,에이치엘사이언스,31007,기타 식품 제조업,"5,142,148","2,571,074,000",500,원(KRW),031-421-9903,경기도 화성시 봉담읍 동산재길 36 ,1410
746,44780,에이치케이,32902,특수 목적용 기계 제조업,"18,505,787","9,252,893,500",500,원(KRW),031-350-2800,경기도 화성시 양감면 사릅재길 117 ,1410
747,71670,에이테크솔루션,32902,특수 목적용 기계 제조업,"10,000,000","5,000,000,000",500,원(KRW),031-350-8167,경기도 화성시  정남면 가장로 277 ,1410
748,45660,에이텍,32603,컴퓨터 및 주변장치 제조업,"8,260,000","4,130,000,000",500,원(KRW),031-698-8800,"경기도 성남시 분당구 판교로 289 (삼평동, 에이텍빌딩) ",1410
749,224110,에이텍티앤,32604,통신 및 방송 장비 제조업,"5,340,000","2,670,000,000",500,원(KRW),031-698-8743,"경기도 성남시 분당구 판교로 289 (삼평동, 에이텍빌딩) ",1410
750,21080,에이티넘인베스트,116402,신탁업 및 집합투자업,"48,000,000","24,000,000,000",500,원(KRW),02  -555 -0781,서울 강남구 삼성동 168-26 제일빌딩 2층 ,1410
751,89530,에이티세미콘,32601,반도체 제조업,"88,115,812","44,057,906,000",500,원(KRW),070-5208-5055,경기도 이천시 마장면 서이천로 138 - ,1410
752,200470,에이팩트,137309,"그외 기타 전문, 과학 및 기술 서비스업","17,553,680","8,776,840,000",500,원(KRW),031-8046-1700,경기도 안성시 일죽면 서동대로 7280-26 &nbsp,1410
753,36180,에이프런티어,74605,기계장비 및 관련 물품 도매업,"17,600,341","8,800,170,500",500,원(KRW),02-2140-3300,"서울특별시 금천구 벚꽃로 244 1101호(가산동, 벽산디지털밸리5차)",1410
754,109960,에이프로젠 H&G,74607,기타 전문 도매업,"178,695,217","89,347,608,500",500,원(KRW),031-782-3422,경기도 성남시 중원구 둔촌대로 545 한라시그마밸리 B1(지하1층) ,1410
755,89970,에이피티씨,32902,특수 목적용 기계 제조업,"23,234,595","2,323,459,500",100,원(KRW),031-645-1000,경기도 이천시 마장면 서이천로 58-47 ,1410
756,230240,에치에프알,32604,통신 및 방송 장비 제조업,"11,982,020","5,991,010,000",500,원(KRW),031-712-7768,"경기도 성남시 분당구 성남대로43번길 10 하나EZ타워 5층(구미동, 하나EZ타워)",1410
757,64510,에코마이스터,32902,특수 목적용 기계 제조업,"13,691,608","6,845,804,000",500,원(KRW),032-576-0501,인천광역시 서구 정서진로 117 &nbsp,1410
758,230360,에코마케팅,137103,광고업,"16,198,937","1,619,893,700",100,원(KRW),02-2182-1100,"서울특별시 강남구 학동로 343 14층(논현동, 포바강남타워)",1410
759,38870,에코바이오,147401,사업시설 유지·관리 서비스업,"11,610,994","5,805,497,000",500,원(KRW),02-3483-2900,서울 서초구 서초동 1302-7 토탈에코빌딩 ,1410
760,128540,에코캡,33003,자동차 신품 부품 제조업,"14,558,800","1,455,880,000",100,원(KRW),052-264-1681,울산광역시 울주군 언양읍 반천반송산업로 137-66 ,1410
761,86520,에코프로,32004,기타 화학제품 제조업,"22,090,191","11,045,095,500",500,원(KRW),043-240-7700,충청북도 청주시 청원구 오창읍 과학산업2로 587-40 주식회사 에코프로 ,1410
762,247540,에코프로비엠,32802,일차전지 및 축전지 제조업,"20,964,166","10,482,083,000",500,원(KRW),043-240-7700,충청북도 청주시 청원구 오창읍 2산단로 100 송대리 329 ,1410
763,38110,에코플라스틱,33003,자동차 신품 부품 제조업,"25,669,370","12,834,685,000",500,원(KRW),054-770-3255,경상북도 경주시  공단로69번길 30 에코플라스틱(주) ,1410
764,73540,에프알텍,32604,통신 및 방송 장비 제조업,"11,400,000","5,700,000,000",500,원(KRW),031-470-1515,"경기도 안양시 동안구 시민대로327번길 11-25 (관양동,에프알텍타워)",1410
765,64090,에프앤리퍼블릭,74608,상품 종합 도매업,"76,401,909","38,200,954,500",500,원(KRW),032-326-8052,서울특별시 강남구 봉은사로 214 8F(역삼동),1410
766,36810,에프에스티,32602,전자부품 제조업,"20,233,814","10,116,907,000",500,원(KRW),031-370-0700,경기도 화성시 동탄면 동탄산단6길 15-23 에프에스티,1410
767,173940,에프엔씨엔터,189001,창작 및 예술관련 서비스업,"14,364,880","7,182,440,000",500,원(KRW),070-4659-0222,서울시 강남구 청담동 111 ,1410
768,83500,에프엔에스테크,32902,특수 목적용 기계 제조업,"7,535,062","3,767,531,000",500,원(KRW),041-584-4460,충청남도 천안시 서북구 직산읍 4산단2길 19 ,1410
769,54940,엑사이엔씨,64204,실내건축 및 건축마무리 공사업,"33,173,548","16,586,774,000",500,원(KRW),(02) 3289-5100,서울특별시 구로구  디지털로 288 ,1410
770,950130,엑세스바이오,32103,의료용품 및 기타 의약 관련제품 제조업,"33,577,659",0,0,미국달러(USD),1-732-873-4040,"65 Clyde Road Suite A Somerset NJ 08873, USA ",1410
771,205100,엑셈,105802,소프트웨어 개발 및 공급업,"33,882,273","3,388,227,300",100,원(KRW),02-6203-6300,"서울특별시 강서구 양천로 583 에이동 1208호(염창동, 우림비즈니스센터)",1410
772,70300,엑스큐어,105802,소프트웨어 개발 및 공급업,"7,366,074","3,683,037,000",500,원(KRW),02-2082-0777,서울시 구로구 디지털로 306 대륭포스트타워2차 508호 ,1410
773,92870,엑시콘,32902,특수 목적용 기계 제조업,"9,380,393","4,690,196,500",500,원(KRW),031-696-3100,"경기도 성남시 분당구 판교로 255번길 28, 7층(삼평동, 디에이치케이솔루션빌딩) &nbsp",1410
774,317870,엔바이오니아,33309,그외 기타 제품 제조업,"7,485,555","3,742,777,500",500,원(KRW),031-716-3670,"경기도 성남시 분당구 정자일로 158, 604호 ",1410
775,67570,엔브이에이치코리아,33003,자동차 신품 부품 제조업,"29,591,785","15,754,388,000",500,원(KRW),054-779-1822,울산광역시 북구 모듈화산업로 207-14엔브이에이치코리아(주) ,1410
776,101400,엔시트론,32601,반도체 제조업,"27,696,580","13,848,290,000",500,원(KRW),02-6340-1000,"경기도 성남시 분당구 판교로255번길 35 (삼평동, 실리콘파크 A동 8층)",1410
777,217820,엔에스,32902,특수 목적용 기계 제조업,"9,800,000","4,900,000,000",500,원(KRW),043-218-7056,충청북도 청주시 청원구 오창읍 각리1길 27 ,1410
778,31860,엔에스엔,74608,상품 종합 도매업,"37,299,298","18,649,649,000",500,원(KRW),02-2106-5417,"서울특별시 강남구 봉은사로 207 8층(논현동, KJ타워)",1410
779,273060,엔에이치스팩12호,116601,금융 지원 서비스업,"7,510,000","751,000,000",100,원(KRW),02-750-5519,서울특별시 영등포구 여의대로 60 &nbsp,1410
780,310840,엔에이치스팩13호,116601,금융 지원 서비스업,"3,420,000","342,000,000",100,원(KRW),02-750-5519,서울특별시 영등포구 여의대로 60 &nbsp,1410
781,319400,엔에이치스팩14호,116601,금융 지원 서비스업,"8,620,000","862,000,000",100,원(KRW),02-750-5777,서울특별시 영등포구 여의대로 60 8층,1410
782,339950,엔에이치스팩15,116601,금융 지원 서비스업,"6,540,000","654,000,000",100,원(KRW),02-750-5742,서울특별시 영등포구 여의대로 60 8층,1410
783,208860,엔지스테크널러지,105802,소프트웨어 개발 및 공급업,"10,046,564","5,023,282,000",500,원(KRW),02-1522-9060,서울특별시 성동구 아차산로 49 서울숲코오롱디지털타워 3차 10층 ,1410
784,183490,엔지켐생명과학,32101,기초 의약물질 및 생물학적 제제 제조업,"8,224,508","4,112,254,000",500,원(KRW),043-652-2845,충청북도 제천시 바이오밸리로 59 &nbsp,1410
785,182400,엔케이맥스,32101,기초 의약물질 및 생물학적 제제 제조업,"31,971,160","15,985,580,000",500,원(KRW),031-603-9217,"경기도 성남시 분당구 돌마로 172 정자동, 헬스케어혁신파크 1층및6층 ",1410
786,206400,엔터메이트,105802,소프트웨어 개발 및 공급업,"83,314,615","8,331,461,500",100,원(KRW),02-3461-2150,서울특별시 강남구 도곡로 176 크리스빌딩 2층 ,1410
787,69410,엔텔스,105802,소프트웨어 개발 및 공급업,"6,899,227","3,449,613,500",500,원(KRW),02-3218-1200,"서울특별시 강남구 학동로 401 15층(청담동, 금하빌딩)",1410
788,198080,엔피디,32602,전자부품 제조업,"21,535,185","10,767,592,500",500,원(KRW),031-497-8112,경기도 안산시 단원구 시화벤처로 515 &nbsp,1410
789,48830,엔피케이,32002,합성고무 및 플라스틱 물질 제조업,"18,723,923","9,361,961,500",500,원(KRW),031-730-0650,경기도 성남시 중원구  갈마치로 215 금강펜테리움IT타워 A-708,1410
790,96870,엘디티,32601,반도체 제조업,"6,678,400","3,339,200,000",500,원(KRW),041-520-7300,충청남도 천안시 서북구  한들1로 126-33 ,1410
791,61970,엘비세미콘,32601,반도체 제조업,"43,784,592","21,892,296,000",500,원(KRW),031-680-1600,경기도 평택시 청북면 청북산단로 138 ,1410
792,138690,엘아이에스,32902,특수 목적용 기계 제조업,"16,026,971","8,013,485,500",500,원(KRW),070-7162-7205,경기도 안양시 동안구 엘에스로116번길 91 (호계동) ,1410
793,290650,엘앤씨바이오,32102,의약품 제조업,"7,384,332","3,692,166,000",500,원(KRW),031-776-2975,"경기도 성남시 중원구 둔촌대로 474, 605호, 606호, 607호 (선텍시티) ",1410
794,66970,엘앤에프,32802,일차전지 및 축전지 제조업,"24,758,729","12,379,364,500",500,원(KRW),(053)592-7300,대구광역시 달서구  달서대로91길 120 ,1410
795,156100,엘앤케이바이오,32701,의료용 기기 제조업,"12,205,267","6,102,633,500",500,원(KRW),02-6717-1911,경기도 용인시 기흥구 동백중앙로16번길 16-25 201호 &nbsp,1410
796,73110,엘엠에스,32602,전자부품 제조업,"8,895,755","4,522,877,500",500,원(KRW),031-421-2345,경기도 평택시 진위면 진위산단로 53-73 ,1410
797,83310,엘오티베큠,32902,특수 목적용 기계 제조업,"13,513,433","6,756,716,500",500,원(KRW),031-677-4431,경기도 오산시 지곶중앙로 1-20 -,1410
798,37950,엘컴텍,32602,전자부품 제조업,"84,447,519","42,223,759,500",500,원(KRW),031-379-5258,경기 평택시 진위면 갈곶리 110-1 ,1410
799,170920,엘티씨,32001,기초 화학물질 제조업,"7,519,943","3,759,971,500",500,원(KRW),031-383-6525,경기도 화성시 마도면 청원산단8길 114 (경기화성바이오밸리) ,1410
800,58630,엠게임,105802,소프트웨어 개발 및 공급업,"19,543,877","9,771,938,500",500,원(KRW),02-523-5854,서울특별시 금천구  가산디지털1로 145 에이스하이엔드타워3차 ,1410
801,19590,엠벤처투자,116402,신탁업 및 집합투자업,"60,142,180","30,071,090,000",500,원(KRW),02  -6000-5537,서울특별시 강남구  테헤란로87길 36 도심공항타워 2503호,1410
802,97520,엠씨넥스,32605,영상 및 음향기기 제조업,"17,863,482","8,931,741,000",500,원(KRW),02-2025-3600,"서울특별시 금천구  디지털로9길 47 (가산동, 한신IT타워2차 11층) ",1410
803,179290,엠아이텍,32701,의료용 기기 제조업,"30,423,558","15,211,779,000",500,원(KRW),070-4304-7443,"경기도 평택시 진위면 하북2길 174 (진위면, 주식회사엠아이텍) ",1410
804,9780,엠에스씨,31007,기타 식품 제조업,"17,600,000","8,800,000,000",500,원(KRW),055 -389 -1001,경남 양산시 웅상읍 소주리 439-13 ,1410
805,123040,엠에스오토텍,33003,자동차 신품 부품 제조업,"34,226,660","17,113,330,000",500,원(KRW),054-7701810,경상북도 경주시  내남면 포석로 16-9 ,1410
806,32790,엠젠플러스,74605,기계장비 및 관련 물품 도매업,"18,137,619","9,068,809,500",500,원(KRW),02-3412-8777,서울특별시 서초구 효령로 83 엠젠플러스빌딩 (방배동),1410
807,33160,엠케이전자,32602,전자부품 제조업,"21,807,689","10,903,844,500",500,원(KRW),031-330-1900,경기도 용인시 처인구 포곡읍 금어로 405 엠케이전자 ,1410
808,259630,엠플러스,32902,특수 목적용 기계 제조업,"5,183,713","2,591,856,500",500,원(KRW),043-272-7079,충청북도 청주시 흥덕구 옥산면 옥산산단로 27 엠플러스 사옥 ,1410
809,115960,연우,32202,플라스틱제품 제조업,"12,398,000","6,199,000,000",500,원(KRW),032-575-8811,인천광역시 서구 가좌로84번길 13 &nbsp,1410
810,7530,영신금속,32509,기타 금속 가공제품 제조업,"12,832,968","6,416,484,000",500,원(KRW),02  -855 -6960,경기도 평택시  포승읍 포승공단로118번길 118 ,1410
811,143540,영우디에스피,32902,특수 목적용 기계 제조업,"33,629,402","16,814,701,000",500,원(KRW),041-418-4871,충청남도 천안시 서북구 성거읍 새터길 164 -,1410
812,36560,영풍정밀,32901,일반 목적용 기계 제조업,"15,750,000","7,875,000,000",500,원(KRW),02-519-3523,서울특별시 강남구 강남대로 542 ,1410
813,265560,영화테크,33003,자동차 신품 부품 제조업,"5,345,090","2,672,545,000",500,원(KRW),041-585-2685,충청남도 아산시 둔포면 아산밸리로 132 &nbsp,1410
814,36000,예림당,105801,"서적, 잡지 및 기타 인쇄물 출판업","23,034,277","11,617,138,500",500,원(KRW),02-566-1004,서울시 성동구 아차산로 153,1410
815,250930,예선테크,32202,플라스틱제품 제조업,"33,000,440","3,300,044,000",100,원(KRW),02-783-1101,경기도 군포시 벌새전리길 15 -,1410
816,53280,예스24,74709,무점포 소매업,"17,200,000","8,600,000,000",500,원(KRW),02-3215-9100,서울특별시 영등포구 은행로 11 ,1410
817,122640,예스티,32902,특수 목적용 기계 제조업,"14,421,149","7,210,574,500",500,원(KRW),031-612-3337,경기도 평택시 진위면 마산12로 27 예스티 ,1410
818,900300,오가닉티코스메틱,116409,기타 금융업,"56,925,000","346,362,612",0,중국위안(CNY),86-599-8508611,"No.49-51 Bonham Strand West, HONG KONG S.A.R Unit D, 11/F., Four Seas Communications Bank Building",1410
819,45060,오공,32004,기타 화학제품 제조업,"16,941,974","8,470,987,000",500,원(KRW),032 -822 -5050,인천광역시 남동구  함박뫼로 341 ,1410
820,80520,오디텍,32601,반도체 제조업,"11,746,609","5,873,304,500",500,원(KRW),063-263-7626,전라북도 완주군 봉동읍 완주산단5로 87 ,1410
821,39830,오로라,137302,전문디자인업,"10,762,890","5,381,445,000",500,원(KRW),02  -3420-4114,서울특별시 강남구 테헤란로 624 오로라빌딩 ,1410
822,46120,오르비텍,137209,기타 과학기술 서비스업,"23,790,573","11,895,286,500",500,원(KRW),02-852-2223,"서울특별시 금천구 범안로 1130 8층(가산동, 가산디지털엠파이어)",1410
823,14940,오리엔탈정공,32901,일반 목적용 기계 제조업,"45,573,661","22,786,830,500",500,원(KRW),(051)202-0101,부산광역시 강서구  녹산산단289로 6 오리엔탈정공,1410
824,65500,오리엔트정공,33003,자동차 신품 부품 제조업,"117,214,562","58,607,281,000",500,원(KRW),031-730-6707,경상북도 구미시 수출대로 9-1 26-5(공단동),1410
825,10470,오리콤,137103,광고업,"11,704,050","11,704,050,000","1,000",원(KRW),02-510-4077,서울특별시 강남구  언주로 726 두산빌딩 ,1410
826,53980,오상자이엘,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","17,747,882","8,873,941,000",500,원(KRW),032-524-0700,인천 부평구 부평동 604-15 ,1410
827,52420,오성첨단소재,32202,플라스틱제품 제조업,"61,966,225","31,044,396,500",500,원(KRW),063-839-8780,전라북도 익산시 석암로17길 104 오성첨단소재(주) ,1410
828,241790,오션브릿지,32902,특수 목적용 기계 제조업,"10,002,634","5,001,317,000",500,원(KRW),031-8052-9030,경기도 안성시 양성면 동항공단길 49 ,1410
829,39200,오스코텍,32102,의약품 제조업,"29,200,311","14,600,155,500",500,원(KRW),031-628-7613,"경기도 성남시 분당구  대왕판교로 700 A-901(삼평동,코리아바이오파크)",1410
830,226400,오스테오닉,32701,의료용 기기 제조업,"8,458,466","4,229,233,000",500,원(KRW),02-6902-8400,서울특별시 구로구 디지털로29길 38 에이스테크노타워Ⅲ1206호 ,1410
831,31510,오스템,33003,자동차 신품 부품 제조업,"26,000,000","13,000,000,000",500,원(KRW),041 -559 -2340,충청남도 천안시 동남구 수신면 수신로 739 ,1410
832,48260,오스템임플란트,32701,의료용 기기 제조업,"14,285,717","7,142,858,500",500,원(KRW),02-2016-7000,서울 금천구 가산동426-5 월드메르디앙벤처센터2차8층 ,1410
833,138080,오이솔루션,32604,통신 및 방송 장비 제조업,"10,624,095","5,312,047,500",500,원(KRW),062-602-7631,광주광역시 북구 첨단연신로30번길 53 -,1410
